008,0000003,16-07-2024,00001,01,
008,0000003,17-07-2024,00001,01,
008,0000003,18-07-2024,00001,01,
008,0000003,19-07-2024,00001,01,
008,0000002,20-07-2024,00001,01,
008,0000003,20-07-2024,00001,01,
008,0000003,22-07-2024,00001,01,
008,0000003,23-07-2024,00001,01,
008,0000004,23-07-2024,00001,01,
008,0000002,24-07-2024,00001,01,
008,0000003,24-07-2024,00001,01,
008,0000004,24-07-2024,00001,01,
008,0000002,25-07-2024,00001,01,
008,0000003,25-07-2024,00001,01,
008,0000004,25-07-2024,00001,01,
008,0000002,26-07-2024,00001,01,
008,0000003,26-07-2024,00001,01,
008,0000004,26-07-2024,00001,01,
008,0000002,27-07-2024,00001,01,
008,0000003,27-07-2024,00001,01,
008,0000004,27-07-2024,00001,01,
008,0000002,29-07-2024,00001,01,
008,0000003,29-07-2024,00001,01,
008,0000004,29-07-2024,00001,01,
008,0000002,30-07-2024,00001,01,
008,0000003,30-07-2024,00001,01,
008,0000004,30-07-2024,00001,01,
008,0000002,31-07-2024,00001,01,
008,0000003,31-07-2024,00001,01,
008,0000004,31-07-2024,00001,01,
